invoice_id,invoice_number,invoice_type,status,invoice_date,due_date,period_start,period_end,account_number,business_name,email,service_id,package_name,service_monthly_price,service_status,subtotal,tax_amount,total_amount,amount_paid,amount_due,payment_collection_method,zoho_books_invoice_id,zoho_sync_status,classification,target_subtotal,target_tax,target_total,total_delta,collect_after_correction,recommended_action,action_notes
124594c0-ea80-4a66-9f72-1ea6d47d888e,INV-2026-00022,recurring,voided,2026-07-01,2026-07-01,2026-07-01,2026-07-31,CT-2026-00010,Unjani Clinic - Chloorkop,chloorkop@unjani.org,4b071aa6-af0a-4ea7-8872-58967e4cb51d,Unjani Managed Connectivity,450.00,active,391.30,58.70,450.00,0.00,0.00,paynow,,failed,wrong_full_month_incl_model,450.00,67.50,517.50,67.50,517.50,IGNORE_VOID,Voided wrong-total invoice; ignore unless period has no replacement bill
b0ad53d8-910f-4a6b-b71e-450a39e918fa,INV-2026-00028,recurring,voided,2026-07-01,2026-07-01,2026-07-01,2026-07-31,CT-2026-00015,Unjani Clinic - Sicelo,sicelo@unjani.org,9470cd57-bcf0-4d68-abfd-1c4fe7cc9565,Unjani Managed Connectivity,450.00,active,391.30,58.70,450.00,0.00,0.00,paynow,,failed,wrong_full_month_incl_model,450.00,67.50,517.50,67.50,517.50,IGNORE_VOID,Voided wrong-total invoice; ignore unless period has no replacement bill
1d3afd0b-a0cc-4d7c-8da2-b4e4d9eadf81,INV-2026-00029,recurring,voided,2026-07-01,2026-07-01,2026-07-01,2026-07-31,CT-2026-00018,Unjani Clinic - Oukasie,oukasie@unjani.org,2b7d5cc3-2e64-49a9-b80d-32a53dad5df4,Unjani Managed Connectivity,450.00,active,391.30,58.70,450.00,0.00,0.00,paynow,,failed,wrong_full_month_incl_model,450.00,67.50,517.50,67.50,517.50,IGNORE_VOID,Voided wrong-total invoice; ignore unless period has no replacement bill
159bd69c-1ebd-4e1b-b24f-ab94a44f7a26,INV-2026-00031,recurring,voided,2026-07-01,2026-07-01,2026-07-01,2026-07-31,CT-2026-00025,Unjani Clinic - Phoenix,phoenix@unjani.org,6f06c8e1-d968-4610-88c4-186c1c729378,Unjani Managed Connectivity,450.00,active,391.30,58.70,450.00,0.00,0.00,paynow,,failed,wrong_full_month_incl_model,450.00,67.50,517.50,67.50,517.50,IGNORE_VOID,Voided wrong-total invoice; ignore unless period has no replacement bill
722c620d-0e77-4f90-b52b-08ece67ed747,INV-2026-00014,pro_rata,paid,2026-06-19,2026-06-24,2026-06-15,2026-06-30,CT-2026-00016,Unjani Clinic - Heidelberg,heidelburg@unjani.org,ee1d9cd4-c5fd-43f0-acef-3ed0a1f20fb3,Unjani Managed Connectivity,450.00,active,240.00,36.00,276.00,276.00,276.00,paynow,6179546000002198001,synced,correct_june_prorata,240.00,36.00,276.00,0.00,0.00,LEAVE,Amounts match MSA math; ensure next debit uses total_amount; sync Zoho if pending
37d5363a-0335-46a7-8258-f87183fffd09,INV-2026-00015,pro_rata,paid,2026-06-19,2026-06-24,2026-06-15,2026-06-30,CT-2026-00017,Unjani Clinic - Barcelona,barcelona@unjani.org,77b2494d-25f9-4a39-becf-ed5e5252f684,Unjani Managed Connectivity,450.00,active,240.00,36.00,276.00,276.00,276.00,paynow,6179546000002188003,synced,correct_june_prorata,240.00,36.00,276.00,0.00,0.00,LEAVE,Amounts match MSA math; ensure next debit uses total_amount; sync Zoho if pending
c8cc7471-79e8-4522-b469-11112607c9ff,INV-2026-00016,pro_rata,paid,2026-06-19,2026-06-29,2026-06-15,2026-06-30,CT-2026-00022,Unjani Clinic - Kayamandi,kayamandi@unjani.org,bcbfeabd-271d-48c3-83ca-6c9224a39529,Unjani Managed Connectivity,450.00,active,240.00,36.00,276.00,276.00,276.00,debit_order,6179546000002235001,synced,correct_june_prorata,240.00,36.00,276.00,0.00,0.00,LEAVE,Amounts match MSA math; ensure next debit uses total_amount; sync Zoho if pending
0c8bb545-b9cc-40bf-bc01-a0bffbf15da8,INV-2026-00017,pro_rata,sent,2026-06-19,2026-06-29,2026-06-15,2026-06-30,CT-2026-00011,Mbali Zwakele Gumbi T/A Unjani Clinic - Cosmo City,cosmo@unjani.org,219095e1-9e04-46f1-bfb6-c0698770b053,Unjani Managed Connectivity,450.00,active,240.00,36.00,276.00,0.00,276.00,debit_order,6179546000002244001,synced,correct_june_prorata,240.00,36.00,276.00,0.00,276.00,LEAVE,Amounts match MSA math; ensure next debit uses total_amount; sync Zoho if pending
edb6377c-af64-48d8-9d3e-4129b2dca9bb,INV-2026-00018,pro_rata,paid,2026-06-19,2026-06-29,2026-06-15,2026-06-30,CT-2026-00012,Bhekilanga Health Care,fleurhof@unjani.org,43c1baaa-c08e-45cc-b5e3-7149059f6a69,Unjani Managed Connectivity,450.00,active,240.00,36.00,276.00,276.00,276.00,debit_order,6179546000002242001,failed,correct_june_prorata,240.00,36.00,276.00,0.00,0.00,LEAVE,Amounts match MSA math; ensure next debit uses total_amount; sync Zoho if pending
6d682dfa-ede9-4250-80f6-555b2bcd1d94,INV-2026-00037,pro_rata,sent,2026-07-10,2026-07-15,2026-06-15,2026-06-30,CT-2026-00028,Unjani Clinic - Soshanguve (Block P),salome.moletsane@gmail.com,eccca236-5680-4729-b175-3e4c15d91d94,Unjani Managed Connectivity,450.00,active,240.00,36.00,276.00,0.00,276.00,debit_order,,pending,correct_june_prorata,240.00,36.00,276.00,0.00,276.00,LEAVE,Amounts match MSA math; ensure next debit uses total_amount; sync Zoho if pending
22efa318-7d4a-417f-88b7-859da40241a3,INV-2026-00038,recurring,sent,2026-07-10,2026-07-15,2026-07-01,2026-07-31,CT-2026-00028,Unjani Clinic - Soshanguve (Block P),salome.moletsane@gmail.com,eccca236-5680-4729-b175-3e4c15d91d94,Unjani Managed Connectivity,450.00,active,450.00,67.50,517.50,0.00,517.50,debit_order,,pending,correct_full_month_excl_model,450.00,67.50,517.50,0.00,517.50,LEAVE,Amounts match MSA math; ensure next debit uses total_amount; sync Zoho if pending
bccf1b53-31f7-4d2d-91d1-f338ce82a9d2,INV-2026-00039,pro_rata,sent,2026-07-10,2026-07-15,2026-06-15,2026-06-30,CT-2026-00023,Unjani Clinic - Zamdela,mologadimo17@gmail.com,aef0e1fe-17d9-425d-817d-b7855ed8c5e3,Unjani Managed Connectivity,450.00,active,240.00,36.00,276.00,0.00,276.00,debit_order,,pending,correct_june_prorata,240.00,36.00,276.00,0.00,276.00,LEAVE,Amounts match MSA math; ensure next debit uses total_amount; sync Zoho if pending
39b5851d-523c-435b-af22-55551f556dea,INV-2026-00040,recurring,sent,2026-07-10,2026-07-15,2026-07-01,2026-07-31,CT-2026-00023,Unjani Clinic - Zamdela,mologadimo17@gmail.com,aef0e1fe-17d9-425d-817d-b7855ed8c5e3,Unjani Managed Connectivity,450.00,active,450.00,67.50,517.50,0.00,517.50,debit_order,,pending,correct_full_month_excl_model,450.00,67.50,517.50,0.00,517.50,LEAVE,Amounts match MSA math; ensure next debit uses total_amount; sync Zoho if pending
